id,x_pos,y_pos,dist0,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28,dist29,dist30,dist31,dist32,dist33,dist34,dist35,dist36,dist37,dist38,dist39,dist40,dist41,dist42,dist43,dist44,dist45,dist46,dist47,dist48,dist49,dist50,dist51,dist52,dist53,dist54,dist55,dist56,dist57,dist58,dist59,dist60,dist61,dist62,dist63,dist64,dist65,dist66,dist67,dist68,dist69,dist70,dist71,dist72,dist73,dist74,dist75,dist76,dist77,dist78,dist79,dist80,dist81,dist82,dist83,dist84,dist85,dist86,dist87,dist88,dist89,dist90,dist91,dist92,dist93,dist94,dist95,dist96,dist97,dist98,dist99,dist100,dist101,dist102,dist103,dist104,dist105,dist106,dist107,dist108,dist109,dist110,dist111,dist112,dist113,dist114,dist115,dist116,dist117,dist118,dist119,dist120,dist121,dist122,dist123,dist124,dist125,dist126,dist127,dist128,dist129,dist130,dist131,dist132,dist133,dist134,dist135,dist136,dist137,dist138,dist139,dist140,dist141,dist142,dist143,dist144,dist145,dist146,dist147,dist148,dist149,dist150,dist151,dist152,dist153,dist154,dist155,dist156,dist157,dist158,dist159,dist160,dist161,dist162,dist163,dist164,dist165,dist166,dist167,dist168,dist169,dist170,dist171,dist172,dist173,dist174,dist175,dist176,dist177,dist178,dist179,dist180,dist181,dist182,dist183,dist184,dist185,dist186,dist187,dist188,dist189,dist190,dist191,dist192,dist193,dist194,dist195,dist196,dist197,dist198,dist199,dist200,dist201,dist202,dist203,dist204,dist205,dist206,dist207,dist208,dist209,dist210,dist211,dist212,dist213,dist214,dist215,dist216,dist217,dist218,dist219,dist220,dist221,dist222,dist223,dist224,dist225,dist226,dist227,dist228,dist229,dist230,dist231,dist232,dist233,dist234,dist235,dist236,dist237,dist238,dist239,dist240,dist241,dist242,dist243,dist244,dist245,dist246,dist247,dist248,dist249,dist250,dist251,dist252,dist253,dist254,dist255,dist256,dist257,dist258,dist259,dist260,dist261,dist262,dist263,dist264,dist265,dist266,dist267,dist268,dist269,dist270,dist271,dist272,dist273,dist274,dist275,dist276,dist277,dist278,dist279,dist280,dist281,dist282,dist283,dist284,dist285,dist286,dist287,dist288,dist289,dist290,dist291,dist292,dist293,dist294,dist295,dist296,dist297,dist298,dist299
76,474,39,91,13,28,7,90,3,5,66,36,43,26,14,71,5,22,4,17,84,96,0,81,50,1,4,50,99,1,3,30,99,94,26,48,61,67,0,6,14,9,78,21,36,73,0,99,66,55,69,6,74,11,76,73,80,75,47,28,37,13,95,58,91,45,6,29,100,34,69,18,22,38,36,11,48,17,98,0,84,39,27,58,65,20,40,32,83,57,69,93,54,28,95,43,7,51,83,87,80,22,52,76,0,65,63,3,54,5,46,6,47,63,35,92,29,71,39,86,53,8,29,41,82,1,82,26,6,7,98,41,3,93,1,61,22,94,30,77,77,92,37,10,78,45,5,2,40,68,22,71,30,80,72,60,9,50,51,27,0,26,28,23,91,11,52,70,62,6,7,44,15,80,55,80,87,59,33,17,3,19,65,99,7,98,18,16,59,83,33,46,72,58,62,87,23,66,8,11,59,59,78,36,39,9,49,36,43,64,88,20,77,15,83,37,74,27,49,23,17,6,28,22,55,41,26,58,53,4,41,14,22,52,60,63,7,14,16,79,49,58,54,2,38,6,83,73,69,86,37,8,35,65,71,27,67,95,16,27,57,0,28,18,84,7,1,86,2,72,76,37,52,37,44,96,10,5,0,65,87,73,91,37,26,23,15,47,19,41,62,0,26,68,26,79,73,85,48,5,25,84,43
77,314,408,94,50,55,84,45,20,62,90,0,45,65,55,27,81,49,48,87,69,87,5,89,44,6,45,26,53,28,10,81,55,24,79,15,24,51,91,93,67,15,69,15,83,56,97,13,45,88,97,6,25,52,23,20,18,33,80,79,12,38,25,85,94,43,36,17,80,55,100,67,79,98,65,33,86,60,79,84,0,44,41,52,38,30,31,81,23,72,28,92,11,26,65,43,42,97,49,97,47,16,16,47,6,77,39,91,93,48,86,45,74,28,53,0,27,25,68,63,16,42,51,25,85,7,69,27,91,76,96,56,37,75,43,78,98,26,6,79,15,10,84,63,57,100,34,87,23,63,66,36,98,29,22,95,12,78,88,58,11,13,65,11,86,82,95,28,19,59,61,45,12,71,9,79,41,9,82,40,14,91,0,81,77,88,89,88,37,54,3,62,59,79,54,80,84,61,69,17,17,58,0,95,14,23,0,84,77,19,15,14,75,7,64,96,64,49,88,47,96,40,72,33,16,99,28,37,13,67,100,80,27,59,56,22,90,47,65,59,36,57,13,49,40,45,67,23,20,75,95,56,83,40,17,93,91,53,83,52,32,30,76,72,24,8,87,89,67,15,45,56,27,31,81,56,17,33,85,4,86,75,16,1,27,19,26,65,48,46,46,58,29,93,5,67,22,77,54,76,15,89,80
78,478,62,77,78,33,84,47,9,95,70,46,51,90,80,1,29,58,81,75,93,77,85,73,48,15,42,58,48,22,92,87,86,58,41,87,63,57,40,33,59,64,79,74,26,8,62,71,41,52,94,37,19,73,31,6,87,67,56,83,87,94,93,30,2,40,39,82,72,98,42,72,11,93,19,12,92,95,42,39,44,0,64,84,9,43,22,63,46,89,100,93,65,77,69,43,51,33,0,82,2,23,15,61,58,5,13,61,36,20,74,75,15,78,57,29,51,84,27,88,67,15,92,29,97,35,30,9,76,99,32,38,84,13,32,17,8,36,88,85,81,77,97,62,27,23,44,98,32,83,56,35,90,1,56,25,48,75,90,27,20,70,17,91,64,6,1,59,88,51,62,7,71,14,31,48,59,64,48,95,33,93,33,78,11,36,42,40,47,24,91,65,79,62,56,100,43,74,26,89,25,45,61,56,24,56,70,52,7,85,97,90,21,64,78,78,11,33,14,83,19,95,94,27,93,69,61,58,14,1,64,31,83,74,79,78,49,22,95,87,39,22,76,53,68,16,68,50,84,49,79,99,46,10,37,29,61,97,31,28,3,73,24,54,16,42,61,3,34,94,5,45,16,16,21,90,66,79,55,27,29,33,100,39,77,63,30,29,8,17,89,76,79,32,83,10,27,55,82,48,80,33,44
79,366,346,25,42,100,56,71,70,37,17,50,9,13,44,95,67,82,15,24,52,61,41,46,95,67,13,83,46,92,88,46,15,100,95,73,14,36,27,9,35,41,58,40,52,14,88,15,78,98,14,37,78,100,52,3,0,54,27,93,28,68,100,24,23,84,65,48,57,62,54,27,98,38,53,37,12,55,40,27,41,64,0,100,46,94,41,20,37,80,92,6,89,47,5,76,32,77,44,19,72,39,31,76,38,45,96,50,97,13,87,34,51,42,5,98,59,3,99,52,67,79,74,96,32,81,29,44,99,34,95,37,42,45,99,84,40,30,34,65,26,43,63,86,51,63,100,43,26,7,97,15,62,67,28,0,58,36,98,1,87,99,44,82,20,89,69,63,55,94,45,73,82,4,99,92,70,40,19,5,78,18,99,30,56,31,28,20,68,29,80,94,17,46,2,98,94,97,3,20,37,21,18,26,45,77,39,0,75,35,67,36,9,29,66,34,29,57,2,60,81,25,78,91,52,94,3,26,49,53,91,76,20,26,49,59,60,93,92,50,35,66,2,70,92,37,92,34,85,84,8,25,52,9,26,2,55,66,31,73,86,61,34,79,53,83,13,57,48,94,70,57,93,59,48,52,88,25,79,72,49,70,87,97,87,44,65,63,87,66,66,16,80,12,71,82,4,73,98,12,17,25,60
80,380,48,45,24,32,6,72,58,73,76,77,100,81,56,60,40,82,21,37,0,91,26,59,22,69,76,41,31,69,8,8,76,91,29,91,96,89,6,5,94,67,40,6,27,21,16,14,31,96,55,12,43,58,32,41,15,74,51,14,79,10,24,31,39,75,68,4,31,13,97,3,96,20,77,13,59,27,61,58,52,84,100,0,100,77,35,45,0,54,34,8,86,50,14,35,58,15,62,1,55,39,41,70,87,15,59,69,69,97,56,68,84,74,87,45,76,79,46,48,99,94,36,7,68,29,86,55,99,51,13,77,62,76,72,75,0,20,25,36,39,24,64,95,11,99,83,29,90,0,15,44,51,58,62,2,23,98,95,59,61,31,2,75,37,42,74,55,22,84,18,60,22,48,17,58,33,52,75,70,41,48,20,100,15,34,47,9,13,23,10,65,92,47,88,70,6,72,53,4,35,31,90,84,78,7,9,72,73,66,77,46,2,69,62,11,3,92,89,40,39,87,9,9,79,20,81,92,38,29,11,64,19,54,59,56,17,75,48,18,48,42,21,2,52,74,18,72,77,1,15,74,9,9,8,27,17,18,5,14,14,61,62,7,21,26,86,50,53,55,98,83,45,69,59,60,11,89,61,0,40,9,67,72,0,71,79,56,100,64,13,49,17,72,6,83,95,51,57,3,22,39,1
81,64,458,42,99,35,78,35,27,75,27,71,92,74,80,26,34,2,85,81,17,76,5,60,39,26,12,66,5,55,73,9,30,17,85,27,67,78,37,66,79,80,83,53,83,39,0,100,83,29,89,26,3,5,27,97,85,64,41,75,92,91,48,26,52,16,82,5,49,74,49,99,39,35,40,19,18,67,40,65,38,9,46,100,0,66,13,85,30,90,48,19,59,36,72,93,96,60,17,3,75,45,58,88,93,0,88,69,42,1,4,39,10,74,89,84,10,81,37,84,10,28,95,14,5,55,41,75,47,64,76,80,70,37,99,50,19,29,24,54,93,25,56,85,69,75,49,88,22,31,62,15,5,69,67,87,76,44,3,65,63,41,36,93,19,47,61,50,27,2,40,64,93,37,94,37,92,27,1,97,5,44,82,40,24,43,88,1,39,55,54,24,73,23,65,3,57,66,31,93,21,12,83,51,91,72,97,97,67,76,87,48,6,50,42,50,61,10,46,80,1,38,29,21,75,54,82,71,45,43,72,45,14,42,77,5,79,66,90,28,49,77,18,26,22,23,1,85,79,43,39,37,19,67,0,86,29,36,14,37,19,86,91,63,71,47,23,5,72,9,12,86,0,31,62,81,29,84,2,22,50,17,60,19,34,76,88,6,21,34,75,28,44,71,61,35,79,4,49,80,25,88,36
82,249,98,18,78,15,54,40,49,62,37,85,55,31,62,29,65,6,12,19,27,14,92,99,36,64,14,41,3,46,31,7,70,15,86,90,60,48,82,35,38,99,66,78,94,34,42,42,82,27,42,8,64,84,55,80,85,74,65,49,54,18,54,69,9,100,22,71,26,15,85,10,59,94,30,61,79,42,63,20,30,43,94,77,66,0,5,91,73,4,73,16,69,24,17,91,32,37,37,49,32,77,89,43,90,30,3,93,45,3,69,15,18,23,89,27,63,25,39,93,9,19,33,86,0,54,15,100,9,24,38,8,95,81,58,62,89,54,30,45,91,64,48,58,31,33,42,33,62,10,92,59,12,44,7,34,89,11,17,7,35,34,95,87,56,83,95,76,86,19,89,14,85,19,8,54,83,36,83,62,8,63,72,22,29,63,51,93,98,66,58,54,55,44,25,44,44,75,50,93,80,50,27,24,54,73,96,47,44,38,68,14,92,53,81,77,62,65,13,72,76,18,8,21,27,13,78,89,62,90,39,60,38,10,52,64,95,39,39,10,22,44,73,0,96,8,83,81,77,85,91,35,55,30,88,50,33,19,90,87,31,67,20,68,95,94,44,42,16,58,20,73,46,74,57,60,45,74,67,46,16,70,8,78,44,65,41,23,71,80,93,21,20,28,22,10,47,38,95,54,76,90,17
83,332,312,43,54,73,0,73,0,3,0,56,2,98,65,41,21,13,56,90,28,26,66,78,76,25,8,45,94,27,92,98,86,96,23,25,19,100,83,34,99,42,29,40,49,31,89,92,59,11,40,15,60,52,10,54,40,12,36,57,28,10,39,34,19,92,0,65,45,47,79,30,51,87,54,89,74,2,49,40,31,22,41,35,13,5,0,74,75,100,65,25,90,65,17,87,10,98,39,83,73,29,88,10,100,2,49,62,56,63,31,97,28,81,77,88,23,44,73,98,4,36,21,74,63,56,15,3,85,21,45,35,31,68,9,36,31,43,58,26,95,94,66,81,54,90,44,71,40,64,46,86,51,8,63,67,33,56,42,63,53,84,56,81,87,88,3,77,5,5,76,12,50,75,30,11,27,81,83,48,85,6,5,44,7,12,29,75,98,79,29,12,62,82,26,61,54,2,66,53,69,26,20,65,74,66,64,13,67,34,85,74,62,12,55,5,58,88,62,11,96,72,30,57,44,59,65,77,21,77,60,72,9,27,94,27,99,30,44,82,22,10,61,2,13,16,21,11,21,50,65,96,47,13,39,30,95,36,80,7,52,59,10,23,89,34,27,69,15,70,66,97,24,96,53,60,55,94,18,35,65,48,48,74,61,6,98,18,89,66,29,79,39,0,10,35,74,58,75,7,8,25,76
84,466,524,94,42,98,23,16,20,69,28,11,65,0,18,88,89,63,69,19,95,16,32,38,50,1,13,80,89,100,39,72,22,3,30,80,97,94,69,1,70,92,14,6,19,2,6,85,90,28,31,58,60,15,9,53,97,73,77,80,0,59,17,58,69,5,48,62,88,35,31,10,12,61,40,13,100,66,18,32,81,63,20,45,85,91,74,0,75,75,75,23,1,50,3,74,24,43,73,2,27,33,14,100,20,74,86,50,4,52,96,60,91,99,4,83,8,55,12,28,53,69,37,59,23,49,68,44,46,19,75,33,72,6,16,40,33,96,79,61,81,41,0,9,86,57,17,95,66,35,16,60,62,100,25,27,77,39,91,8,81,39,3,37,44,21,14,34,9,96,9,95,89,40,34,76,89,17,38,87,46,96,43,71,67,14,100,72,37,47,95,66,72,43,69,13,32,52,4,48,86,13,98,45,66,76,74,76,24,3,12,45,4,17,19,36,77,88,14,34,36,46,94,24,5,47,44,77,30,45,76,81,65,13,27,69,28,14,89,3,63,43,67,45,75,95,13,33,62,97,24,16,100,92,97,54,20,13,12,87,24,4,64,27,70,28,30,19,94,28,46,23,75,59,82,49,9,75,45,80,81,43,47,99,29,8,22,33,58,54,61,13,34,50,56,6,100,87,99,18,31,86,3
85,418,539,41,50,82,89,22,14,41,78,55,15,0,5,7,69,6,68,36,90,24,98,2,56,82,19,25,44,65,41,31,5,27,69,23,98,30,7,77,92,79,61,15,6,83,85,8,50,53,20,58,16,2,26,73,32,90,57,6,38,35,89,26,91,39,31,82,69,59,54,19,85,21,90,78,47,61,30,83,23,46,37,0,30,73,75,75,0,69,82,24,4,11,15,38,96,57,72,11,82,65,42,90,17,71,12,92,45,10,27,68,83,70,97,48,26,6,100,39,20,71,76,60,19,63,31,74,35,55,62,70,72,67,23,62,12,10,33,34,82,34,47,2,53,87,35,82,27,65,78,59,16,18,89,73,29,63,99,91,79,49,17,43,48,7,8,74,37,44,51,9,31,94,78,79,12,78,68,46,79,94,71,80,78,73,12,56,20,91,38,7,42,71,12,18,35,49,47,47,95,30,36,33,56,96,79,35,44,47,69,48,73,82,86,61,86,4,66,56,52,15,48,55,61,62,1,58,54,62,81,58,38,96,44,93,60,97,19,94,36,31,93,4,92,7,21,24,73,96,51,99,91,3,33,25,23,7,10,12,23,33,90,67,22,58,57,28,99,25,85,68,66,32,71,17,26,50,30,99,88,94,78,80,19,99,71,30,89,27,47,39,78,57,69,68,76,39,44,27,49,8,86
86,273,291,68,75,48,95,76,58,95,78,34,91,69,28,30,4,61,25,15,56,34,59,75,49,95,0,24,0,47,4,38,18,87,27,33,24,92,96,12,13,59,79,100,80,93,17,10,57,48,34,0,92,87,48,50,22,58,27,49,3,73,78,63,85,65,4,94,40,99,88,55,36,30,68,63,23,6,85,57,72,89,80,54,90,4,100,75,69,0,70,8,52,20,50,43,66,14,61,52,77,81,6,23,39,22,99,48,39,32,42,75,54,82,33,47,91,4,85,53,57,53,40,33,93,87,21,0,1,2,69,97,72,44,42,24,85,34,89,91,68,96,37,98,52,92,95,69,58,24,80,23,57,42,0,26,77,16,42,45,60,45,66,24,20,83,92,76,98,7,84,31,28,32,83,25,42,45,43,67,87,12,11,99,75,83,3,17,95,41,97,75,40,91,98,24,52,96,86,30,10,15,63,96,77,92,12,30,48,30,33,57,33,49,6,43,76,27,86,19,30,58,1,87,49,75,78,4,67,29,67,12,94,16,31,46,69,82,45,41,68,14,82,65,9,77,28,22,79,73,98,85,69,42,2,25,3,0,60,25,33,49,31,43,64,87,42,79,32,75,78,34,85,27,5,41,76,78,70,25,15,35,67,1,93,55,51,86,54,61,66,39,87,56,60,34,47,72,98,7,100,71,42
87,278,166,95,80,65,56,87,85,76,34,6,98,43,38,42,29,67,95,78,59,91,92,44,76,66,9,17,41,48,72,21,50,33,44,8,98,49,11,89,4,0,63,93,58,24,3,19,89,58,96,23,6,64,13,98,59,21,63,69,78,0,26,29,48,69,67,30,20,86,93,95,40,22,52,72,55,99,9,69,28,100,92,34,48,73,65,75,82,70,0,54,48,87,55,41,35,69,93,35,92,51,19,18,56,4,53,42,42,56,35,43,99,31,83,96,88,74,17,93,21,18,77,41,42,24,78,8,23,98,30,12,25,27,24,39,97,75,64,29,99,94,69,57,7,22,4,65,32,28,76,0,26,14,76,32,81,97,65,69,75,92,63,60,91,15,50,3,67,13,9,67,44,68,84,91,32,18,19,58,53,72,40,25,19,52,24,56,33,14,4,52,5,69,53,77,71,41,22,48,20,55,15,70,59,64,25,30,53,89,89,25,18,71,97,58,95,8,39,3,67,19,89,24,38,64,79,65,22,47,53,75,3,75,41,50,100,10,100,87,12,20,49,85,36,79,96,36,33,100,72,59,56,46,11,43,68,76,4,67,93,98,51,21,85,87,97,99,92,70,69,20,70,2,4,50,10,55,78,76,81,29,34,39,28,91,43,76,89,94,24,23,66,19,43,71,81,58,79,72,93,3,63
88,143,337,19,47,47,88,95,32,66,42,32,56,29,23,82,75,42,88,42,11,68,85,63,20,10,55,61,9,96,71,93,22,11,99,22,39,34,24,52,100,96,71,6,11,22,69,13,24,13,58,48,41,16,73,2,43,71,39,20,89,76,76,47,97,67,45,18,53,58,67,1,83,83,15,63,64,12,65,93,92,93,6,8,19,16,25,23,24,8,54,0,30,78,66,65,48,76,25,48,83,20,83,30,9,11,59,69,38,76,83,45,19,59,97,17,51,24,80,55,17,33,1,39,33,81,70,21,98,64,56,75,57,11,13,38,61,58,86,9,47,59,75,43,91,53,80,46,30,13,27,20,59,51,49,73,65,62,46,99,89,79,73,88,13,11,19,56,92,68,23,1,23,41,31,11,38,37,62,75,23,35,15,55,74,30,85,98,66,56,48,13,26,37,30,69,100,44,18,84,39,82,22,58,32,44,8,17,77,30,49,8,92,14,95,13,17,15,40,0,71,15,93,39,45,6,39,70,12,6,29,94,65,6,84,62,42,77,42,46,79,86,57,85,19,96,33,77,10,85,31,46,70,29,23,43,26,91,81,74,20,38,63,84,91,66,96,11,43,75,75,55,48,49,95,22,81,39,6,82,92,29,72,58,77,36,23,19,68,8,55,76,4,35,88,59,98,63,52,60,27,34,82
89,75,274,66,56,42,80,63,68,41,39,11,68,28,48,34,56,6,74,16,49,97,23,24,39,29,40,68,1,80,3,20,20,65,42,61,91,40,28,67,40,1,30,71,87,26,23,57,87,55,65,21,70,15,43,19,69,94,52,71,80,44,58,71,26,11,9,39,49,79,35,53,61,94,55,37,35,22,96,54,11,65,89,86,59,69,90,1,4,52,48,30,0,20,15,47,68,81,65,32,2,89,75,19,85,51,73,36,86,83,11,85,46,91,46,17,71,3,7,86,53,69,30,97,96,35,10,84,23,69,9,23,9,89,73,7,61,14,36,9,39,4,16,10,69,45,92,5,87,28,19,86,2,79,48,41,56,26,60,15,46,75,99,4,83,60,84,72,17,75,66,59,67,68,47,100,31,60,12,15,48,79,13,57,73,76,30,64,70,68,60,18,28,53,95,11,59,52,54,77,14,78,63,85,40,56,8,58,76,33,89,19,11,66,33,48,5,100,59,96,69,69,38,1,40,97,77,70,9,19,42,63,41,83,35,69,11,4,90,63,98,82,42,90,16,81,99,29,18,54,17,57,11,80,23,42,87,62,45,28,59,29,50,42,2,43,20,74,30,71,77,87,8,64,56,96,65,86,21,25,9,61,20,13,5,41,96,79,79,94,48,91,21,79,13,23,84,85,92,93,51,78,7
90,308,407,78,64,31,44,36,31,74,36,40,4,16,24,4,96,84,68,24,77,20,52,31,90,34,2,46,96,43,75,12,66,100,57,80,36,39,54,48,10,14,86,12,11,81,59,79,19,2,73,15,55,58,88,43,0,41,46,80,64,47,100,82,23,39,46,13,77,6,7,11,98,39,1,54,53,32,71,28,26,77,47,50,36,24,65,50,11,20,87,78,20,0,11,24,92,20,9,95,75,93,73,65,43,4,9,78,36,51,10,58,65,27,86,64,11,15,29,33,78,55,72,92,89,67,93,91,39,41,96,15,51,2,52,46,17,97,52,87,6,0,4,58,47,13,81,4,57,12,85,15,57,79,5,71,30,47,41,47,53,61,48,37,96,64,89,46,65,60,45,95,35,18,54,23,95,46,40,41,89,17,36,8,10,80,28,37,94,71,3,79,98,56,97,90,34,40,56,80,47,65,11,39,96,61,19,37,79,14,47,9,81,28,22,98,82,18,49,91,11,27,93,69,41,6,49,10,96,26,86,32,26,18,4,95,68,20,84,94,1,58,44,38,79,51,75,35,26,3,39,22,87,96,64,13,37,53,26,16,85,35,52,80,3,9,27,95,39,2,90,9,87,48,55,29,84,39,26,43,40,91,82,71,92,70,60,60,8,70,64,63,76,50,14,88,60,3,44,44,38,4,95
91,82,443,97,84,29,13,85,1,11,80,33,80,76,43,64,25,21,99,91,65,92,23,86,28,7,7,78,28,92,37,72,36,9,97,24,39,89,66,12,40,16,1,58,46,48,46,14,32,86,86,11,59,67,2,23,45,28,86,5,34,58,19,6,80,45,18,74,98,40,8,63,70,57,64,81,20,81,13,95,65,69,5,14,72,17,17,3,15,50,55,66,15,11,0,38,54,74,37,14,41,74,20,28,37,54,66,75,63,6,88,57,71,10,16,85,85,81,7,51,95,97,3,12,37,79,75,55,27,90,81,82,53,18,16,20,64,60,37,52,4,46,86,30,38,14,61,80,94,19,89,13,6,6,75,83,26,25,29,86,30,68,24,68,70,94,42,48,17,63,29,36,75,45,39,30,20,45,47,33,42,77,93,47,40,56,76,14,1,76,66,54,21,44,68,41,52,90,81,42,15,20,81,66,15,46,49,90,83,30,96,7,66,63,29,39,59,73,96,18,14,85,8,46,92,20,99,55,0,98,35,29,50,63,5,57,99,35,74,11,29,48,23,42,57,81,11,33,1,72,31,9,66,45,10,94,52,69,48,86,18,78,69,87,79,78,21,32,94,16,38,96,3,13,24,24,19,25,31,15,81,9,89,67,3,4,33,82,18,47,20,27,78,77,15,8,90,12,91,98,9,52,99
92,114,484,54,75,67,33,1,6,19,8,87,78,31,98,18,14,47,90,51,35,46,81,72,68,29,16,99,17,0,78,48,22,49,47,3,79,25,0,62,81,61,77,52,52,78,16,20,79,53,67,24,18,74,69,58,53,18,40,20,47,24,28,52,98,88,87,34,97,52,29,77,8,98,55,63,29,18,34,43,43,43,76,35,93,91,87,74,38,43,41,65,47,24,38,0,8,35,3,65,64,48,90,52,79,5,88,6,87,10,81,47,7,92,58,71,29,5,92,56,26,65,45,18,48,25,93,80,67,13,98,18,52,9,5,18,37,54,68,42,34,42,30,6,1,86,1,91,5,36,65,46,18,29,95,29,44,99,64,69,87,28,62,41,85,63,83,1,50,22,34,67,73,61,71,9,37,34,75,46,35,77,59,57,64,21,75,33,38,43,78,6,92,68,64,89,9,42,84,0,100,13,65,100,63,22,84,32,91,33,25,71,44,28,57,98,20,48,67,66,25,51,58,32,72,9,87,87,65,96,24,40,25,49,6,43,63,1,77,4,58,64,72,40,20,4,26,28,22,62,21,87,92,55,63,11,19,45,32,83,63,62,33,27,76,53,8,74,77,34,46,41,21,47,9,97,39,60,23,79,53,46,18,61,90,28,46,8,31,68,11,84,83,86,31,23,23,41,8,87,26,85,75
93,460,295,91,5,39,34,34,28,62,3,54,15,45,61,22,49,6,76,31,48,94,88,60,58,99,66,72,77,58,5,67,31,5,94,15,14,8,4,64,18,32,15,65,37,40,6,59,23,11,20,12,41,57,21,23,76,78,61,31,77,22,8,97,37,55,33,56,88,37,24,38,84,64,9,47,58,22,81,7,42,51,32,58,96,32,10,24,96,66,35,48,68,92,54,8,0,68,35,40,30,20,4,4,86,2,14,59,19,30,92,97,29,96,49,68,3,44,51,23,20,36,38,4,74,44,26,47,93,37,1,12,23,53,80,79,39,51,21,87,77,42,66,78,19,53,98,70,98,92,6,14,55,100,33,88,55,17,83,100,29,18,63,38,83,77,36,24,72,8,30,14,77,76,70,49,18,36,87,85,36,56,67,64,55,53,87,26,10,45,78,22,40,45,95,12,85,29,44,93,27,36,46,67,86,96,14,77,87,30,10,43,66,32,57,39,21,41,48,86,72,43,56,54,54,74,89,1,14,30,91,53,27,70,78,6,8,87,52,84,68,12,50,7,87,53,11,85,3,5,14,98,98,61,8,17,23,31,11,44,83,80,10,4,41,34,70,82,61,72,56,11,99,22,42,48,68,99,100,62,52,25,74,48,37,98,83,23,74,63,79,79,80,74,13,94,18,39,11,15,76,59,0
94,465,394,35,57,22,76,58,87,93,0,27,33,22,77,67,53,17,67,33,98,53,53,99,91,79,10,70,37,79,39,51,65,6,16,88,6,70,87,83,85,66,91,22,60,72,55,88,38,11,94,67,44,57,25,31,83,75,76,13,99,88,13,73,95,27,41,97,53,57,90,82,93,41,11,13,94,40,30,51,97,33,77,15,60,37,98,43,57,14,69,76,81,20,74,35,68,0,46,35,80,56,36,78,79,100,96,23,67,28,54,12,40,55,54,83,15,59,18,92,94,86,96,12,28,82,17,89,25,80,14,84,23,68,57,30,96,95,83,64,20,23,29,20,40,87,69,51,43,63,52,36,92,37,74,88,58,29,88,2,58,31,94,37,37,40,75,3,80,75,99,37,36,64,68,87,54,22,78,60,71,53,4,3,10,41,52,7,93,8,51,13,86,10,16,93,70,18,20,19,76,37,58,7,72,64,61,5,77,37,27,35,54,55,25,2,31,68,67,1,13,59,30,72,85,36,63,4,38,46,13,13,73,23,38,100,64,67,54,65,93,70,91,65,11,100,38,26,83,47,45,44,53,78,18,17,99,25,2,10,89,33,1,83,54,60,24,24,74,79,25,20,77,24,93,1,0,50,95,88,0,74,61,63,19,72,2,87,45,53,99,79,77,21,69,66,67,76,87,90,21,47,90
95,41,484,53,36,60,0,70,33,42,96,66,23,49,58,75,13,2,8,81,26,56,75,44,52,13,20,80,57,97,54,26,39,17,59,69,43,33,23,46,16,23,97,84,31,21,46,30,84,65,21,78,20,15,28,95,22,45,14,35,4,34,73,44,78,25,66,81,65,86,15,37,17,6,8,39,12,88,57,83,49,0,44,62,17,37,39,73,72,61,93,25,65,9,37,3,35,46,0,27,59,93,10,91,49,73,18,39,38,21,46,95,97,63,97,49,49,72,89,57,87,57,44,72,42,77,83,94,25,80,26,33,87,69,8,70,30,7,14,95,40,80,94,82,97,75,34,37,4,55,3,47,78,22,38,54,30,25,9,35,42,70,48,79,70,0,88,31,48,82,20,97,16,90,23,100,36,71,37,3,93,33,57,85,38,17,14,80,38,88,37,45,25,36,3,91,4,62,45,33,85,70,61,52,47,8,23,14,3,75,96,61,31,86,17,9,5,30,8,18,30,77,22,11,99,99,90,71,57,91,1,42,88,85,88,76,6,57,95,5,22,97,6,35,73,29,26,11,41,89,63,58,21,62,34,25,25,74,65,21,17,44,74,67,98,45,51,47,17,23,2,89,50,16,7,85,67,70,21,17,36,63,16,4,28,85,27,47,37,36,78,100,81,89,67,0,10,48,49,91,51,82,73
96,17,54,55,45,56,29,16,93,62,1,47,100,32,0,13,39,67,85,21,22,99,29,21,94,86,21,56,67,68,13,92,96,60,84,59,46,94,78,30,26,21,29,21,89,42,43,40,4,63,18,98,31,84,64,36,43,51,80,74,83,18,76,17,27,61,55,1,51,23,35,16,32,66,83,70,46,93,35,87,97,82,19,1,3,49,83,2,11,52,35,48,32,95,14,65,40,35,27,0,78,5,73,28,30,35,94,51,10,42,21,75,92,64,71,64,47,71,55,36,59,47,30,57,24,86,92,88,36,53,39,41,24,91,27,12,28,95,1,30,27,42,1,62,37,89,3,30,8,25,94,87,31,9,65,93,67,67,12,40,36,2,24,95,61,0,67,56,0,66,91,52,65,60,16,48,59,21,41,43,65,32,40,95,47,28,5,34,8,25,40,16,64,16,68,58,85,76,6,76,62,53,55,25,33,86,50,76,94,10,14,47,80,98,26,12,22,48,72,91,33,36,15,5,92,95,58,73,0,20,12,37,85,53,65,43,23,39,9,83,25,80,17,36,12,49,72,15,87,12,61,61,69,5,0,45,67,16,50,81,49,43,31,87,91,25,82,69,28,55,67,47,61,80,81,52,63,12,52,51,0,59,26,25,26,42,51,55,86,54,86,93,26,43,74,3,73,66,86,3,80,68,11
